"station_id","longitude","latitude"
"ReO-Pr-50-1",-68.411602314074,49.0429630318601
"ReO-Pr-50-2",-68.4107368124472,49.0431596928672
"ReO-Pr-50-3",-68.4117612491974,49.0429215702435
"ReO-Pr-50-4",-68.4119582507387,49.0430298890956
"ReO-Pr-50-5",-68.4104754896226,49.0430297624552
"ReO-Pr-75-1",-68.41048250844,49.0427462694824
"ReO-Pr-75-2",-68.4118016783243,49.0427929641752
"ReO-Pr-75-3",-68.4125435092885,49.0425325480786
"ReO-Pr-75-4",-68.4107383975795,49.0429035676057
"ReO-Pr-75-5",-68.4104016526981,49.0429329157856
"ReO-Mo-50-1",-68.4136633878803,49.0428499088809
"ReO-Mo-50-2",-68.4147152943422,49.0425953587493
"ReO-Mo-50-3",-68.4138408306845,49.0428219142589
"ReO-Mo-50-4",-68.414623087266,49.0427967594749
"ReO-Mo-50-5",-68.4143159538495,49.0427144668256
"ReO-Mo-75-1",-68.415073397662,49.0422480856474
"ReO-Mo-75-2",-68.4144558722434,49.0424152904124
"ReO-Mo-75-3",-68.4154056681462,49.0422034157234
"ReO-Mo-75-4",-68.414392168014,49.042318664867
"ReO-Mo-75-5",-68.4145977404985,49.0423389345919
"ReO-El-50-1",-68.417128578941,49.0423234924985
"ReO-El-50-2",-68.4165977810672,49.0423338730657
"ReO-El-50-3",-68.4172259229425,49.0424339078563
"ReO-El-50-4",-68.4162357175554,49.0423726354727
"ReO-El-50-5",-68.4183250586196,49.042286738031
"ReO-El-75-1",-68.4157436242934,49.0422645172146
"ReO-El-75-2",-68.4165960482332,49.0422828861454
"ReO-El-75-3",-68.417791793111,49.0419683435531
"ReO-El-75-4",-68.4174933413649,49.0420176430457
"ReO-El-75-5",-68.4168501958572,49.0420976712911
"ReO-Pr-225-1",-68.4120661481479,49.04138902989
"ReO-Pr-225-2",-68.4101969890717,49.041681786141
"ReO-Pr-225-3",-68.4097719630264,49.0416073429943
"ReO-Pr-225-4",-68.4118413633732,49.0413230457561
"ReO-Pr-225-5",-68.4105121934184,49.0416669120667
"ReO-Mo-225-1",-68.4132979879753,49.0413306974468
"ReO-Mo-225-2",-68.413383947262,49.0411557171619
"ReO-Mo-225-3",-68.4124065325965,49.0413772117806
"ReO-Mo-225-4",-68.4147766381667,49.0411371163785
"ReO-Mo-225-5",-68.4137750258667,49.0412718271832
"ReO-El-225-1",-68.4167025125516,49.040860970368
"ReO-El-225-2",-68.4180912470856,49.0407762115476
"ReO-El-225-3",-68.4160567395384,49.0408045756446
"ReO-El-225-4",-68.4153214709969,49.0410676635503
"ReO-El-225-5",-68.4178572204009,49.0406972153822
"ReE-Pr-50-1",-68.408285901862,49.0435089848037
"ReE-Pr-50-2",-68.4086598220358,49.0433447441573
"ReE-Pr-50-3",-68.4083848601053,49.0433631768357
"ReE-Pr-50-4",-68.4089746175529,49.0432872046687
"ReE-Pr-50-5",-68.4092060780177,49.0434134770425
"ReE-Pr-75-1",-68.4077568963901,49.0433162921851
"ReE-Pr-75-2",-68.408429201425,49.0431168462393
"ReE-Pr-75-3",-68.4093383492889,49.0429207761508
"ReE-Pr-75-4",-68.4083045534607,49.0431726293663
"ReE-Pr-75-5",-68.406757408554,49.0433942319766
"ReE-Mo-50-1",-68.4048609390522,49.0441513652195
"ReE-Mo-50-2",-68.4064928549015,49.0437993556553
"ReE-Mo-50-3",-68.4053106001639,49.0441106286097
"ReE-Mo-50-4",-68.404485148068,49.0441788146715
"ReE-Mo-50-5",-68.4046728058275,49.0441178625875
"ReE-Mo-75-1",-68.4052317829572,49.0437764922526
"ReE-Mo-75-2",-68.4042943528778,49.0439651301494
"ReE-Mo-75-3",-68.4058623036624,49.0435811167486
"ReE-Mo-75-4",-68.4040943313816,49.044120621755
"ReE-Mo-75-5",-68.4066450979204,49.043480056424
"ReE-El-50-1",-68.4034967085698,49.0446665264418
"ReE-El-50-2",-68.4029697416617,49.0448099484467
"ReE-El-50-3",-68.4027970104687,49.0445928821031
"ReE-El-50-4",-68.4038703836037,49.0443738837935
"ReE-El-50-5",-68.4030351217165,49.0445308932779
"ReE-El-75-1",-68.402855327937,49.0443583285381
"ReE-El-75-2",-68.4017706086934,49.0445711324648
"ReE-El-75-3",-68.401223821326,49.0448231971524
"ReE-El-75-4",-68.4037879145232,49.0441857903934
"ReE-El-75-5",-68.4036574808904,49.0440969501444
"ReE-Pr-225-1",-68.4075502325016,49.0421394626655
"ReE-Pr-225-2",-68.4068522409998,49.0423012310717
"ReE-Pr-225-3",-68.4077932825142,49.0420783335716
"ReE-Pr-225-4",-68.4086575434137,49.0418586732353
"ReE-Pr-225-5",-68.4087743265414,49.0417876027354
"ReE-Mo-225-1",-68.4054063735912,49.0425006842771
"ReE-Mo-225-2",-68.4039608039864,49.0428624856542
"ReE-Mo-225-3",-68.4033777967334,49.0430785161
"ReE-Mo-225-4",-68.4046291279782,49.0428103025386
"ReE-Mo-225-5",-68.4038157522637,49.0429570545504
"ReE-El-225-1",-68.4027412006189,49.0432329191882
"ReE-El-225-2",-68.4021123149352,49.0432306535572
"ReE-El-225-3",-68.4015830825868,49.0433119858607
"ReE-El-225-4",-68.4019532570555,49.0432727216151
"ReE-El-225-5",-68.4007012266469,49.0435775390863
"SiE-Pr-50-1",-68.3966511140745,49.0463185828134
"SiE-Pr-50-2",-68.3954820836446,49.0469419069907
"SiE-Pr-50-3",-68.3946726116155,49.0472311332296
"SiE-Pr-50-4",-68.3956242589734,49.0468168397769
"SiE-Pr-50-5",-68.3959725618925,49.0466419889532
